school,title,topic,time,custom_minutes_per_week,location,requirements,description_evaluation_method,description_overview
MUSIC,128-3-2 Keyboard Skills 3+,,MoWe 12:00PM - 12:50PM,100,RCMA 4-136 Keyboard Lab,['AddInstructorConsent'],,Contact the department for further information
MUSIC,128-3-3 Keyboard Skills 3+,,TuTh 9:00AM - 9:50AM,100,RCMA 4-136 Keyboard Lab,['AddInstructorConsent'],,Contact the department for further information
MUSIC,128-3-4 Keyboard Skills 3+,,TuTh 11:00AM - 11:50AM,100,RCMA 4-138 Keyboard Lab,['AddInstructorConsent'],,Contact the department for further information
MUSIC,227-3-1 Keyboard Skills 6,,MoWe 8:00AM - 8:50AM,100,TBA,['AddInstructorConsent'],,Contact the department for further information
MUSIC,327-3-1 Keyboard Skills 9,,MoWe 9:00AM - 9:50AM,100,TBA,['AddInstructorConsent'],,Contact the department for further information
MUSIC,130-3-1 Keyboard Skills for Piano Majors,,TuTh 11:00AM - 11:50AM,100,RCMA 4-136 Keyboard Lab,['AddInstructorConsent'],,Contact the department for further information
MUSIC,480-0-1 MM Recital Continuation,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
MUSIC,111-3-1 Music Theory III,,MoWeFr 9:00AM - 9:50AM,150,RCMA 1-176,['MajorMusic'],,Contact the department for further information
MUSIC,111-3-2 Music Theory III,,MoWeFr 9:00AM - 9:50AM,150,RCMA 1-168,['MajorMusic'],,Contact the department for further information
MUSIC,111-3-3 Music Theory III,,MoWeFr 10:00AM - 10:50AM,150,RCMA 1-172,['MajorMusic'],,Contact the department for further information
MUSIC,111-3-4 Music Theory III,,MoWeFr 11:00AM - 11:50AM,150,RCMA 1-176,['MajorMusic'],,Contact the department for further information
MUSIC,111-3-5 Music Theory III,,MoWeFr 11:00AM - 11:50AM,150,RCMA 1-168,['MajorMusic'],,Contact the department for further information
MUSIC,111-3-6 Music Theory III,,MoWeFr 12:00PM - 12:50PM,150,RCMA 1-168,['MajorMusic'],,Contact the department for further information
MUSIC,211-3-1 Music Theory VI,,MoWeFr 9:00AM - 9:50AM,150,RCMA 1-180,['MajorMusic'],,Contact the department for further information
MUSIC,211-3-2 Music Theory VI,,MoWeFr 10:00AM - 10:50AM,150,RCMA 1-180,['MajorMusic'],,Contact the department for further information
MUSIC,211-3-3 Music Theory VI,,MoWeFr 10:00AM - 10:50AM,150,RCMA 1-160,['MajorMusic'],,Contact the department for further information
MUSIC,211-3-4 Music Theory VI,,MoWeFr 11:00AM - 11:50AM,150,RCMA 1-172,['MajorMusic'],,Contact the department for further information
MUSIC,211-3-5 Music Theory VI,,MoWeFr 11:00AM - 11:50AM,150,RCMA 1-180,['MajorMusic'],,Contact the department for further information
MUSIC,211-3-6 Music Theory VI,,MoWeFr 12:00PM - 12:50PM,150,RCMA 1-168,['MajorMusic'],,Contact the department for further information
MUSIC,216-0-1 Music in the Present,,TuTh 9:30AM - 10:50AM,160,Regenstein Hall of Music MCR,[],,"This course explores contemporary music through its circulation, reception, and mediation. Examples are drawn from Western art, popular, and global musical genres though we will explore how all these musics share?at least in part?similar modes of distribution. In the first unit we will learn how recording technologies and globalizing initiatives have fundamentally reshaped musical practices in the past hundred years. We will learn how musical commodities have been gradually dematerialized?transformed from radio broadcasts, vinyl records, and compact discs which have in turn been supplanted by streaming data.<br/> The second unit of the course focuses on how the use of new technologies have led to changes in listening practices and aesthetics. We will think about personal listening habits?the &quot;soundtracking&quot; of everyday life?and the uses of music for emotional management. We will also consider changes in musical taste from hierarchical aesthetics based on high/low distinctions to forms of &quot;omnivorous&quot; listening. We'll consider how these changes in aesthetics have impacted concert music institutions and produced more permeable boundary between commercial genres and traditionally classical ensembles.<br/> The final unit of the course will explore how musicians have responded to the changes in technology and listening practices. Drawing on a range of institutions, ensembles, and record labels, we will examine how musicians create sustainable communities by both harnessing and resisting new technologies and aesthetic values."
MUSIC,216-0-2 Music in the Present,,TuTh 11:00AM - 12:20PM,160,Regenstein Hall of Music MCR,[],,"This course explores contemporary music through its circulation, reception, and mediation. Examples are drawn from Western art, popular, and global musical genres though we will explore how all these musics share?at least in part?similar modes of distribution. In the first unit we will learn how recording technologies and globalizing initiatives have fundamentally reshaped musical practices in the past hundred years. We will learn how musical commodities have been gradually dematerialized?transformed from radio broadcasts, vinyl records, and compact discs which have in turn been supplanted by streaming data.<br/> The second unit of the course focuses on how the use of new technologies have led to changes in listening practices and aesthetics. We will think about personal listening habits?the &quot;soundtracking&quot; of everyday life?and the uses of music for emotional management. We will also consider changes in musical taste from hierarchical aesthetics based on high/low distinctions to forms of &quot;omnivorous&quot; listening. We'll consider how these changes in aesthetics have impacted concert music institutions and produced more permeable boundary between commercial genres and traditionally classical ensembles.<br/> The final unit of the course will explore how musicians have responded to the changes in technology and listening practices. Drawing on a range of institutions, ensembles, and record labels, we will examine how musicians create sustainable communities by both harnessing and resisting new technologies and aesthetic values."
MUSIC,488-0-1 Resident MM Study,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
MUSIC,435-0-1 Selected Topics,Writing/Communication Strategy,TuTh 8:30AM - 9:50AM,160,RCMA 1-164,[],,"This course emphasizes the oral and written communication skills relative to music performance. The ability to speak and write about music in a scholarly manner is an essential attribute for aspiring performers and an expectation for anyone seeking a position in an academic environment. <br/><br/>In addition, this course affords students the opportunity to recognize and address the strengths and weaknesses in their own communication skills by way of course projects and activities. To reinforce the concepts covered in the course, students will be asked to organize and deliver oral presentations and produce written pieces designed to demonstrate and enhance their writing proficiency."
MUSIC,MUS_COMP 314-3-1 Advanced Orchestration,,TuTh 12:30PM - 1:50PM,160,RCMA 1-168,[],,Contact the department for further information
MUSIC,MUS_COMP 112-0-1 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 112-0-2 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 112-0-3 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 112-0-4 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 212-0-1 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 212-0-2 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 212-0-3 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 212-0-4 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 312-0-1 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 312-0-2 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 312-0-3 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 312-0-4 Applied Composition for Music Majors,,TBA,,TBA,"['MajorMusic', 'AddInstructorConsent']",,Contact the department for further information
MUSIC,MUS_COMP 512-0-2 Applied Composition for Music Majors,,TBA,,TBA,['AddInstructorConsent'],,Contact the department for further information
MUSIC,MUS_COMP 512-0-3 Applied Composition for Music Majors,,TBA,,TBA,['AddInstructorConsent'],,Contact the department for further information
MUSIC,MUS_COMP 512-0-4 Applied Composition for Music Majors,,TBA,,TBA,['AddInstructorConsent'],,Contact the department for further information
MUSIC,MUS_COMP 111-0-1 Class Composition,,TuTh 11:00AM - 12:20PM,160,RCMA Lower Level 113,[],,Contact the department for further information
MUSIC,MUS_COMP 311-0-1 Class Composition,,TuTh 11:00AM - 12:20PM,160,RCMA Lower Level 113,[],,"This course is designed to provide an introduction for students of any background to the tools, techniques, and concerns involved in the creation of original music. In addition to creative composition assignments, students will develop an understanding of the basic elements of sound and music through listening assignments covering a range of repertoire within the Western classical and popular music traditions. Students will also be responsible for realizing their compositions either by performing the work themselves, recruiting friends/collaborators, or through video/audio recordings. This class does not require any previous knowledge or experience with music theory and/or music creation, but does require everyone's willingness to create and share their original works in class."
MUSIC,MUS_COMP 390-0-1 Composition Colloquium,,Tu 5:00PM - 6:20PM,80,RCMA Lower Level 121,[],,Contact the department for further information
MUSIC,MUS_COMP 490-0-1 Composition Colloquium,,Tu 5:00PM - 6:20PM,80,RCMA Lower Level 121,[],,Contact the department for further information
MUSIC,MUS_COMP 339-0-1 Compositional Concepts and Techniques,Materials of Music 1900-1947,Tu 2:00PM - 4:50PM,170,RCMA 1-168,[],,Contact the department for further information
MUSIC,MUS_COMP 439-0-1 Compositional Concepts and Techniques,Materials of Music 1900-1947,Tu 2:00PM - 4:50PM,170,RCMA 1-168,[],,Contact the department for further information
MUSIC,MUS_COMP 585-0-1 Doctoral Lecture Recital,Document,TBA,,TBA,[],,Contact the department for further information
MUSIC,MUS_COMP 585-0-2 Doctoral Lecture Recital,Coursework,TBA,,TBA,[],,Contact the department for further information
MUSIC,MUS_COMP 580-0-1 Doctoral Recital,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
MUSIC,MUS_COMP 595-0-1 Doctoral Research Document,,TBA,,TBA,['AddDepartmentConsent'],,Contact the department for further information
MUSIC,MUS_COMP 380-0-1 Senior Recital,,TBA,,TBA,[],,Contact the department for further information
MUSIC,MUS_COMP 437-0-1 Topics in Contemporary Repertoire,Current Compositional Praxis,We 2:00PM - 4:50PM,170,RCMA Lower Level 115,['AddInstructorConsent'],,"A graduate workshop that gives a platform for experimentation and discussion of current compositional praxis.<br/><br/>The class is strongly project centered: everyone brings or develops artistic research projects with a strong praxis related aspect that will be worked on as a group. These projects can include areas such as microtonality, rhythmic patterns, space, noise and extended techniques, music and video, or really anything else of interest; they can be part of or relate to current compositions the students work on, or be more background oriented research for new projects - this is the &quot;lab&quot; for your compositional ideas. If you need time, space, and a group of people to experiment with delays in large spaces; if you want to study and then try just-intonation exercises with others, if you want to experiment with slow speed glissando's, or whatever else might come to mind: this workshop would give a platform for all of this.<br/>Additional discussion will focus on theoretic texts and works by other composers relating to the research projects."
MUSIC,MUSIC_ED 422-0-1 Curriculum Development in Music Education,,TuTh 12:30PM - 1:50PM,160,RCMA Lower Level 115,[],,"The purpose of this course is to examine curriculum issues in contemporary music education and to engage in the process of curriculum development. We will consider past, present, and future trends in curriculum; reform efforts in general education and music education; and critical component areas of learning goals, sequence, and assessment."
MUSIC,MUSIC_ED 234-0-1 Double Reeds Class,,MoWe 1:00PM - 1:50PM,100,RCMA Lower Level 111,[],,"The purpose of this basic techniques class is for students to become familiar at a middle to early high school level with the oboe and bassoon. A second, and equally important purpose, is for students to learn the basics of introducing and teaching these instruments to beginning students."
MUSIC,MUSIC_ED 235-0-1 High Brass Class,,TuTh 5:00PM - 5:50PM,100,RCMA Lower Level 115,[],,"This course introduces students to the techniques and pedagogy of high brass instruments, specifically trumpet and horn. Students will complete several performance assessments on both instruments and develop materials to aid in the teaching of the instruments to beginning and intermediate musicians."
